OID,Join_Count,TARGET_FID,osm_id,name,Lat,Lon,Population
-1,1,1,60715164,Goma,-1.666527800000000,29.225416700000000,6.881660000000000
-1,1,2,83540909,Butembo,0.124861100000000,29.292083300000002,6.291940000000000
-1,1,3,310057586,Kibirizi,-0.908194400000000,29.202916699999999,15.942869999999999
-1,1,4,310819376,Oicha,0.696805600000000,29.517361099999999,2.671790000000000
-1,1,5,310985979,Sake,-1.571250000000000,29.053472200000002,14.494949999999999
-1,1,6,435553907,Libokora,0.349027800000000,29.642083299999999,2.671790000000000
-1,1,7,435574818,Sikwaila,0.623194400000000,29.485694400000000,2.671790000000000
-1,1,8,435754727,Kipese,-0.238194400000000,29.291805600000000,11.242319999999999
-1,1,9,435818462,Beni,0.493750000000000,29.465138899999999,50.143110000000000
-1,1,10,435846536,Butusande,-1.148194400000000,29.430416699999999,15.942869999999999
-1,1,11,436062748,Kanyabayonga,-0.700416700000000,29.170416700000001,15.942869999999999
-1,1,12,462145515,Kitchanga,-1.250416700000000,29.060972199999998,15.942869999999999
-1,1,13,626501260,Ngadi,0.539305600000000,29.492083300000001,50.143110000000000
-1,1,14,626508813,Mbau,0.652916700000000,29.498750000000001,2.671790000000000
-1,1,15,626510246,Kokola,0.781805600000000,29.599583299999999,2.671790000000000
-1,1,16,626511880,Eringeti,0.852083300000000,29.612361100000001,2.671790000000000
-1,1,17,626524387,Kasindi,0.047916700000000,29.686805600000000,2.671790000000000
-1,1,18,626544643,Pasisi,0.503472200000000,29.407083300000000,50.143110000000000
-1,1,19,626545213,Bingo,0.522083300000000,29.319861100000001,2.671790000000000
-1,1,20,626547067,Home,0.557361100000000,29.323472200000001,2.671790000000000
-1,1,21,626550496,Matango,0.612361100000000,29.292916699999999,2.671790000000000
-1,1,22,626734473,Walikale,-1.430138900000000,28.076527800000001,19.797529999999998
-1,1,23,637529252,Kitika,-1.208472200000000,28.364583300000000,19.797529999999998
-1,1,24,638592433,Lubero,-0.158750000000000,29.238750000000000,11.242319999999999
-1,1,25,942807849,Biruwe,-1.211250000000000,27.601805599999999,19.797529999999998
-1,1,26,943264545,Ishasha,-0.737083300000000,29.623472199999998,15.942869999999999
-1,1,27,1070606668,Tayna,-0.337916700000000,28.952638900000000,11.242319999999999
-1,1,28,1070606669,Kasugho,-0.255972200000000,29.000416699999999,11.242319999999999
-1,1,29,1070611313,Karongo,-0.198194400000000,29.182916700000000,11.242319999999999
-1,1,30,1070611321,Kagheri,-0.220694400000000,29.126805600000001,11.242319999999999
-1,1,31,1070611326,Ngango,-0.208750000000000,29.171527800000000,11.242319999999999
-1,1,32,1070611330,Katumbi,-0.227361100000000,29.214861100000000,11.242319999999999
-1,1,33,1070611334,Kitowa,-0.200416700000000,29.169583299999999,11.242319999999999
-1,1,34,1070611339,Migheri,-0.198750000000000,29.182916700000000,11.242319999999999
-1,1,35,1074007163,Alimbongo,-0.368750000000000,29.155972200000001,11.242319999999999
-1,1,36,1074007172,Kasigiri,-0.422361100000000,29.127361100000002,11.242319999999999
-1,1,37,1074007184,Vutsorovia,-0.393750000000000,29.172916699999998,11.242319999999999
-1,1,38,1074007210,Musindi,-0.360694400000000,29.149583300000000,11.242319999999999
-1,1,39,1074007226,Mambosa,-0.343472200000000,29.158750000000001,11.242319999999999
-1,1,40,1074007232,Bingi,-0.407916700000000,29.078472200000000,11.242319999999999
-1,1,41,1074007260,Gunda,-0.370416700000000,29.111527800000001,11.242319999999999
-1,1,42,1074011529,Kiribata,-0.385416700000000,29.317083300000000,11.242319999999999
-1,1,43,1074011538,Kalimba,-0.397916700000000,29.320694400000001,11.242319999999999
-1,1,44,1074011563,Kirikiri,-0.364861100000000,29.313194400000000,11.242319999999999
